,,,"Mon, Jul 13",OBJETIVO,,,115 gr,100 gr,124 gr,35 gr,2000 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sat, Mar 28",14:15 ,Atún (1 lata),1,Proteína,120 gr,31 gr,0 gr,1 gr,0 gr,139 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.02,0.08,,,0.98,
,"Sat, Mar 28",14:15 ,Zucchini,0.4,Verdura,137 gr,2 gr,5 gr,0 gr,2 gr,23 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sat, Mar 28",14:15 ,Zanahoria,0.3,Verdura,35 gr,0 gr,3 gr,0 gr,1 gr,14 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sat, Mar 28",14:15 ,Ají,0.3,Verdura,51 gr,1 gr,2 gr,0 gr,0 gr,9 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sat, Mar 28",14:15 ,Arvejas,0.5,Carb,101 gr,5 gr,15 gr,0 gr,5 gr,82 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sat, Mar 28",14:15 ,Pan Integral D&D,2,Grano,50 gr,4 gr,24 gr,1 gr,3 gr,116 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sat, Mar 28",14:15 ,Queso Unt. Finlandia más liviano,2,Lácteo,20 gr,2 gr,1 gr,2 gr,0 gr,26 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.05,0.46,0.06,0.11,0.90,
,"Sat, Mar 28",14:15 ,"Aceite de oliva El Gran Juicio (EV, 1 cda sop)",0.17,Grano,2 gr,0 gr,0 gr,2 gr,0 gr,18 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.20,1.53,,,2.04,
,"Sat, Mar 28",17:40 ,Banana,1,Fruta,135 gr,1 gr,31 gr,0 gr,4 gr,120 kcal,03:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sat, Mar 28",17:40 ,Pera,1,Fruta,219 gr,1 gr,33 gr,0 gr,7 gr,131 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sat, Mar 28",17:40 ,"Leche, Protein",1.2,Lácteo,120 gr,6 gr,6 gr,0 gr,0 gr,44 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sat, Mar 28",17:40 ,Creatina Monohidrato,0.5,Complemento,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sat, Mar 28",19:55 ,Café,1,Infusión,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,02:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sat, Mar 28",19:55 ,Miel (1 cda),1,Carb,10 gr,0 gr,7 gr,0 gr,0 gr,28 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sat, Mar 28",19:55 ,"Leche, Protein",0.8,Lácteo,80 gr,4 gr,4 gr,0 gr,0 gr,30 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sat, Mar 28",19:55 ,B3st! Protein Salted Caramel,1,Procesado,60 gr,20 gr,20 gr,9 gr,11 gr,241 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sat, Mar 28",19:55 ,Nuez (1),1,Fruto Seco,5 gr,1 gr,1 gr,3 gr,0 gr,34 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,1.63,0.70,,,3.19,
,"Sat, Mar 28",19:55 ,Almendra (1),1,Fruto Seco,7 gr,1 gr,0 gr,4 gr,1 gr,40 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,2.73,,,3.75,
,"Sat, Mar 28",19:55 ,Castaña de Cajú,1,Fruto Seco,10 gr,2 gr,3 gr,4 gr,0 gr,55 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,2.64,,,4.40,
,"Sat, Mar 28",23:30 ,Atún (1 lata),1,Proteína,113 gr,29 gr,0 gr,1 gr,0 gr,131 kcal,03:35,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.02,0.07,,,0.93,
,"Sat, Mar 28",23:30 ,Huevo,1,Proteína,65 gr,8 gr,0 gr,8 gr,0 gr,101 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,1.23,2.91,,,7.67,
,"Sat, Mar 28",23:30 ,Queso Unt. Finlandia más liviano,5,Lácteo,50 gr,5 gr,3 gr,4 gr,0 gr,65 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.12,1.16,0.16,0.28,2.24,
,"Sat, Mar 28",23:30 ,Palta,0.3,Fruta,27 gr,1 gr,2 gr,4 gr,2 gr,43 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.55,2.81,,,3.96,
,"Sat, Mar 28",23:30 ,Pan Integral D&D,2,Grano,50 gr,4 gr,24 gr,1 gr,3 gr,116 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sat, Mar 28",23:30 ,"Aceite de oliva El Gran Juicio (EV, 1 cda sop)",0.1,Grano,1 gr,0 gr,0 gr,1 gr,0 gr,11 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.12,0.90,,,1.20,
,"Sat, Mar 28",23:59 ,Te,1,Infusión,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,00:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sat, Mar 28",23:59 ,Miel (1 cda),1,Carb,10 gr,0 gr,7 gr,0 gr,0 gr,28 kcal,,,,,,146 gr,261 gr,61 gr,44 gr,"2,139 kcal",1756 gr,,115 gr,100 gr,124 gr,35 gr,2000 kcal,1 gr,7 gr,21 gr,0 gr,1 gr,40 gr,0 gr,28 gr,41 gr,1:7,,,,,,,
1,"Sun, Mar 29",11:00 ,Vitaminas,1,Complemento,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,11:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sun, Mar 29",11:00 ,Café,1,Infusión,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sun, Mar 29",11:00 ,Miel (1 cda),1,Carb,10 gr,0 gr,7 gr,0 gr,0 gr,28 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sun, Mar 29",11:00 ,"Leche, Protein",0.4,Lácteo,40 gr,2 gr,2 gr,0 gr,0 gr,15 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sun, Mar 29",11:00 ,Pan Integral D&D,2,Grano,50 gr,4 gr,24 gr,1 gr,3 gr,116 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sun, Mar 29",11:00 ,Queso Unt. Finlandia Light,2,Lácteo,20 gr,2 gr,1 gr,3 gr,0 gr,38 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.09,0.85,0.12,0.21,1.64,
,"Sun, Mar 29",11:00 ,Huevo,1,Proteína,65 gr,8 gr,0 gr,8 gr,0 gr,101 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,1.23,2.91,,,7.67,
,"Sun, Mar 29",11:00 ,Vainillas Bimbo,2,Carb,24 gr,2 gr,18 gr,1 gr,0 gr,90 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sun, Mar 29",14:35 ,Arroz Integral,1,Grano,40 gr,1 gr,9 gr,0 gr,1 gr,44 kcal,03:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sun, Mar 29",14:35 ,"Vaca, Lomo (1 corte)",1,Proteína,210 gr,46 gr,0 gr,13 gr,0 gr,305 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.50,5.29,,,6.30,
,"Sun, Mar 29",14:35 ,Pan Integral D&D,2,Grano,50 gr,4 gr,24 gr,1 gr,3 gr,116 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sun, Mar 29",14:35 ,Queso Unt. Finlandia Light,2,Lácteo,20 gr,2 gr,1 gr,3 gr,0 gr,38 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.09,0.85,0.12,0.21,1.64,
,"Sun, Mar 29",14:35 ,"Aceite de oliva El Gran Juicio (EV, 1 cda sop)",0.1,Grano,1 gr,0 gr,0 gr,1 gr,0 gr,11 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.12,0.90,,,1.20,
,"Sun, Mar 29",14:35 ,Arvejas,0.5,Carb,123 gr,7 gr,18 gr,0 gr,6 gr,100 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sun, Mar 29",16:00 ,Banana,1,Fruta,130 gr,1 gr,30 gr,0 gr,3 gr,116 kcal,01:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sun, Mar 29",16:00 ,Manzana,1,Fruta,180 gr,1 gr,34 gr,0 gr,5 gr,130 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sun, Mar 29",16:00 ,"Leche, Protein",1.64,Lácteo,164 gr,8 gr,8 gr,0 gr,0 gr,61 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sun, Mar 29",16:00 ,Creatina Monohidrato,0.5,Complemento,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sun, Mar 29",18:20 ,Café,1,Infusión,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,02:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sun, Mar 29",18:20 ,Miel (1 cda),1,Carb,10 gr,0 gr,7 gr,0 gr,0 gr,28 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sun, Mar 29",18:20 ,"Leche, Protein",0.8,Lácteo,80 gr,4 gr,4 gr,0 gr,0 gr,30 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sun, Mar 29",18:20 ,Power Boost Protein Bar Pistacho,1,Procesado,46 gr,15 gr,15 gr,4 gr,2 gr,152 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sun, Mar 29",18:20 ,"Dicomere, cacao amargo puro en polvo",3.8,Procesado,38 gr,9 gr,7 gr,4 gr,13 gr,105 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sun, Mar 29",22:00 ,Yogurt Griego Yogusísimo (140g),1,Lácteo,140 gr,9 gr,12 gr,4 gr,0 gr,115 kcal,03:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sun, Mar 29",22:00 ,Avena Granix Instnatánea (2 cdas),1,Grano,26 gr,3 gr,15 gr,2 gr,3 gr,92 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sun, Mar 29",22:00 ,"Ceral, galletitas de algarroba (4 un)",1,Procesado,30 gr,2 gr,13 gr,2 gr,8 gr,73 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Sun, Mar 29",22:00 ,Pasta de maní King natural,1,Fruto Seco,20 gr,5 gr,2 gr,10 gr,2 gr,117 kcal,,,,,,133 gr,250 gr,57 gr,48 gr,"2,018 kcal",1517 gr,,115 gr,100 gr,124 gr,35 gr,2000 kcal,0 gr,5 gr,16 gr,0 gr,0 gr,28 gr,0 gr,21 gr,29 gr,0:5,,3.33,4.80,,,9.80,
1,"Mon, Mar 30",10:40 ,Te,1,Infusión,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,12:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Mar 30",10:40 ,Miel (1 cda),1,Carb,10 gr,0 gr,7 gr,0 gr,0 gr,28 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Mar 30",10:40 ,"Leche, Protein",0.4,Lácteo,40 gr,2 gr,2 gr,0 gr,0 gr,15 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Mar 30",10:40 ,Pan Rústico D&D,2,Grano,50 gr,3 gr,25 gr,1 gr,1 gr,125 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Mar 30",10:40 ,Queso Unt. Finlandia Light,2,Lácteo,20 gr,2 gr,1 gr,3 gr,0 gr,38 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.09,0.85,0.12,0.21,1.64,
,"Mon, Mar 30",10:40 ,Huevo,1,Proteína,65 gr,8 gr,0 gr,8 gr,0 gr,101 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,1.23,2.91,,,7.67,
,"Mon, Mar 30",10:40 ,"Aceite de oliva El Gran Juicio (EV, 1 cda sop)",0.1,Grano,1 gr,0 gr,0 gr,1 gr,0 gr,11 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.12,0.90,,,1.20,
,"Mon, Mar 30",10:40 ,Vitaminas,1,Complemento,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Mar 30",10:40 ,Nuez (1),1,Fruto Seco,5 gr,1 gr,1 gr,3 gr,0 gr,34 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,1.63,0.70,,,3.19,
,"Mon, Mar 30",10:40 ,Almendra (1),1,Fruto Seco,7 gr,1 gr,0 gr,4 gr,1 gr,40 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,2.73,,,3.75,
,"Mon, Mar 30",10:40 ,Vainillas Bimbo,1,Carb,12 gr,1 gr,9 gr,1 gr,0 gr,45 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Mar 30",14:40 ,Pollo (1 pechuga),0.5,Proteína,150 gr,43 gr,0 gr,5 gr,0 gr,227 kcal,04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.96,1.92,,,4.80,
,"Mon, Mar 30",14:40 ,"Ensalada (lechuga, repollo b+m, zanahoria)",1,Verdura,100 gr,1 gr,4 gr,0 gr,2 gr,25 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Mar 30",14:40 ,"Aceite de oliva El Gran Juicio (EV, 1 cda sop)",0.5,Grano,6 gr,0 gr,0 gr,6 gr,0 gr,54 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.60,4.50,,,6.00,
,"Mon, Mar 30",14:40 ,Pan Rústico D&D,2,Grano,50 gr,3 gr,25 gr,1 gr,1 gr,125 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Mar 30",14:40 ,Queso Unt. Finlandia Light,5.5,Lácteo,55 gr,5 gr,3 gr,8 gr,0 gr,105 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.24,2.34,0.32,0.56,4.52,
,"Mon, Mar 30",14:40 ,Tomate,1,Verdura,152 gr,1 gr,6 gr,0 gr,2 gr,27 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Mar 30",15:45 ,Banana,1,Fruta,131 gr,1 gr,30 gr,0 gr,3 gr,117 kcal,01:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Mar 30",15:45 ,Frutilla,10,Fruta,246 gr,2 gr,19 gr,1 gr,5 gr,79 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Mar 30",15:45 ,"Leche, Protein",1.7,Lácteo,170 gr,8 gr,8 gr,0 gr,0 gr,63 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Mar 30",15:45 ,Creatina Monohidrato,0.5,Complemento,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Mar 30",17:15 ,Café,1,Infusión,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,01:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Mar 30",17:15 ,Miel (1 cda),1,Carb,10 gr,0 gr,7 gr,0 gr,0 gr,28 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Mar 30",17:15 ,"Leche, Protein",0.8,Lácteo,80 gr,4 gr,4 gr,0 gr,0 gr,30 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Mar 30",17:15 ,Whey Protein Bar Banana,1,Procesado,46 gr,15 gr,17 gr,7 gr,1 gr,176 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Mar 30",17:15 ,"Dicomere, cacao amargo puro en polvo",0.3,Procesado,3 gr,1 gr,1 gr,0 gr,1 gr,8 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Mar 30",22:45 ,Pollo (1 pechuga),0.5,Proteína,150 gr,43 gr,0 gr,5 gr,0 gr,227 kcal,05:30,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.96,1.92,,,4.80,
,"Mon, Mar 30",22:45 ,"Ensalada (lechuga, repollo b+m, zanahoria)",0.5,Verdura,85 gr,1 gr,4 gr,0 gr,2 gr,21 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Mar 30",22:45 ,Tomate,1,Verdura,152 gr,1 gr,6 gr,0 gr,2 gr,27 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Mar 30",22:45 ,Pan Rústico D&D,2,Grano,50 gr,3 gr,25 gr,1 gr,1 gr,125 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Mar 30",22:45 ,"Aceite de oliva El Gran Juicio (EV, 1 cda sop)",0.5,Grano,6 gr,0 gr,0 gr,6 gr,0 gr,54 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.60,4.50,,,6.00,
,"Mon, Mar 30",22:45 ,Queso Unt. Finlandia Light,5,Lácteo,50 gr,5 gr,3 gr,7 gr,0 gr,95 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.22,2.13,0.29,0.51,4.11,
,"Mon, Mar 30",23:30 ,Te,1,Infusión,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,00:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Mar 30",23:30 ,Miel (1 cda),1,Carb,10 gr,0 gr,7 gr,0 gr,0 gr,28 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mon, Mar 30",23:30 ,Vainillas Bimbo,2,Carb,24 gr,2 gr,18 gr,1 gr,0 gr,90 kcal,,,,,,156 gr,231 gr,70 gr,20 gr,"2,166 kcal",1936 gr,,115 gr,100 gr,124 gr,35 gr,2000 kcal,1 gr,7 gr,25 gr,1 gr,1 gr,48 gr,0 gr,34 gr,50 gr,1:7,,,,,,,
1,"Tue, Mar 31",10:15 ,Vitaminas,1,Complemento,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,10:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Mar 31",10:15 ,Te,1,Infusión,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Mar 31",10:15 ,Miel (1 cda),1,Carb,10 gr,0 gr,7 gr,0 gr,0 gr,28 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Mar 31",10:15 ,"Leche, Protein",0.4,Lácteo,40 gr,2 gr,2 gr,0 gr,0 gr,15 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Mar 31",10:15 ,Pan Val Maira integral total,2,Grano,33 gr,4 gr,13 gr,1 gr,2 gr,77 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Mar 31",10:15 ,Queso Unt. Finlandia Light,2,Lácteo,20 gr,2 gr,1 gr,3 gr,0 gr,38 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.09,0.85,0.12,0.21,1.64,
,"Tue, Mar 31",10:15 ,Huevo,1,Proteína,65 gr,8 gr,0 gr,8 gr,0 gr,101 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,1.23,2.91,,,7.67,
,"Tue, Mar 31",10:15 ,Palta,0.2,Fruta,31 gr,1 gr,3 gr,5 gr,2 gr,50 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.64,3.23,,,4.54,
,"Tue, Mar 31",10:15 ,"Aceite de oliva El Gran Juicio (EV, 1 cda sop)",0.1,Grano,1 gr,0 gr,0 gr,1 gr,0 gr,11 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.12,0.90,,,1.20,
,"Tue, Mar 31",14:15 ,Pan Val Maira integral total,3,Grano,56 gr,6 gr,23 gr,1 gr,4 gr,129 kcal,04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Mar 31",14:15 ,"Vaca, Bife de Chorizo (1 corte)",2,Proteína,200 gr,42 gr,0 gr,24 gr,0 gr,410 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.96,10.08,,,12.00,
,"Tue, Mar 31",14:15 ,"Ensalada (lechuga, repollo b+m, zanahoria)",0.9,Verdura,62 gr,1 gr,3 gr,0 gr,1 gr,16 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Mar 31",14:15 ,Tomate,1,Verdura,105 gr,1 gr,4 gr,0 gr,1 gr,19 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Mar 31",14:15 ,Queso Unt. Finlandia Light,4,Lácteo,40 gr,4 gr,2 gr,6 gr,0 gr,76 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.18,1.70,0.23,0.41,3.29,
,"Tue, Mar 31",15:30 ,Café,1,Infusión,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,01:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Mar 31",15:30 ,Miel (1 cda),1,Carb,10 gr,0 gr,7 gr,0 gr,0 gr,28 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Mar 31",15:30 ,"Leche, Protein",0.8,Lácteo,80 gr,4 gr,4 gr,0 gr,0 gr,30 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Mar 31",15:30 ,Nuez (1),1,Fruto Seco,5 gr,1 gr,1 gr,3 gr,0 gr,34 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,1.63,0.70,,,3.19,
,"Tue, Mar 31",15:30 ,Almendra (1),1,Fruto Seco,7 gr,1 gr,0 gr,4 gr,1 gr,40 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,2.73,,,3.75,
,"Tue, Mar 31",15:30 ,Maní King Tostado Sin Piel Sin Sodio (1 cda sop),0.5,Fruto Seco,7 gr,2 gr,1 gr,4 gr,1 gr,42 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19,1.72,,,3.50,
,"Tue, Mar 31",15:30 ,"Chocolate, Águila (1 barrita)",0.5,Carb,7 gr,0 gr,4 gr,2 gr,0 gr,33 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.55,,,1.68,
,"Tue, Mar 31",15:30 ,"Dicomere, cacao amargo puro en polvo",0.1,Procesado,1 gr,0 gr,0 gr,0 gr,0 gr,3 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Mar 31",15:30 ,"Ceral, galletitas de algarroba (4 un)",0.5,Procesado,20 gr,1 gr,9 gr,1 gr,5 gr,49 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Mar 31",18:15 ,Banana,1,Fruta,97 gr,1 gr,22 gr,0 gr,3 gr,86 kcal,02:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Mar 31",18:15 ,Manzana,1,Fruta,211 gr,1 gr,40 gr,0 gr,6 gr,152 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Mar 31",18:15 ,"Leche, Protein",1.5,Lácteo,150 gr,7 gr,7 gr,0 gr,0 gr,56 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Mar 31",18:15 ,Creatina Monohidrato,0.5,Complemento,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Mar 31",18:15 ,Whey Protein Bar Banana,1,Procesado,46 gr,15 gr,17 gr,7 gr,1 gr,176 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Mar 31",23:30 ,Atún (1 lata),1,Proteína,120 gr,31 gr,0 gr,1 gr,0 gr,139 kcal,05:15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.02,0.08,,,0.98,
,"Tue, Mar 31",23:30 ,Huevo,1,Proteína,65 gr,8 gr,0 gr,8 gr,0 gr,101 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,1.23,2.91,,,7.67,
,"Tue, Mar 31",23:30 ,Queso Unt. Finlandia Light,2.5,Lácteo,25 gr,2 gr,1 gr,4 gr,0 gr,48 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.11,1.06,0.15,0.26,2.05,
,"Tue, Mar 31",23:30 ,Pan Val Maira integral total,3,Grano,50 gr,6 gr,20 gr,1 gr,4 gr,115 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Tue, Mar 31",23:30 ,Pasta de maní King natural,1,Fruto Seco,17 gr,4 gr,2 gr,8 gr,2 gr,100 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.83,4.08,,,8.33,
,"Tue, Mar 31",23:30 ,"Aceite de oliva El Gran Juicio (EV, 1 cda sop)",0.1,Grano,1 gr,0 gr,0 gr,1 gr,0 gr,11 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.12,0.90,,,1.20,
,"Tue, Mar 31",23:30 ,Queso Cremón Light (unt),0.55,Lácteo,6 gr,1 gr,0 gr,0 gr,0 gr,8 kcal,,,,,,154 gr,193 gr,93 gr,34 gr,"2,217 kcal",1588 gr,,115 gr,100 gr,124 gr,35 gr,2000 kcal,1 gr,11 gr,35 gr,1 gr,1 gr,63 gr,0 gr,47 gr,64 gr,1:11,0.00,0.01,0.11,0.01,0.03,0.21,
1,"Wed, Apr 1",9:30 ,Vitaminas,1,Complemento,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wed, Apr 1",9:30 ,Te,1,Infusión,0 gr,0 gr,0 gr,0 gr,0 gr,0 kcal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
